id,true_player,predicted_player,confidence,is_correct,true_position,pred_position
108,Drew Gooden,Josh Richardson,42.88874587170961,False,F,F
109,Jorge Garbajosa,Jorge Garbajosa,85.90968310234605,True,F,F
110,Antonio McDyess,Antonio McDyess,91.13905222481951,True,F,F
111,Monta Ellis,Monta Ellis,87.99291042456274,True,G,G
112,Steve Blake,Steve Blake,92.05294541038917,True,F,F
113,DeShawn Stevenson,DeShawn Stevenson,79.66566563434412,True,F,F
114,Andre Miller,Ekpe Udoh,47.47553263342261,False,F,F
115,Luol Deng,Jerome Jordan,61.971173797703706,False,F,F
116,Jamal Crawford,Brandon Jennings,59.58724475356394,False,G,G
117,Jason Kidd,Jason Kidd,92.53459905609745,True,G,G
118,Ray Allen,Ray Allen,80.11104973602447,True,G,G
119,Lindsey Hunter,Lindsey Hunter,91.47558093829875,True,F,F
120,LaMarcus Aldridge,LaMarcus Aldridge,86.67451202275439,True,F,F
121,Jared Jeffries,Jared Jeffries,85.16055185169485,True,F,F
122,DeShawn Stevenson,DeShawn Stevenson,83.91681638418986,True,F,F
123,Mark Blount,Trenton Hassell,59.84557622585638,False,F,F
124,Eduardo Najera,Eduardo Najera,77.20492109289239,True,F,F
125,Francisco Garcia,Francisco Garcia,71.01743742881993,True,F,F
126,Willie Green,Willie Green,72.18604842875746,True,F,F
127,Josh Smith,Josh Smith,74.08235410499145,True,F,F
128,Martell Webster,Martell Webster,90.8452584899323,True,F,F
129,Devin Brown,Devin Brown,79.8081179057635,True,F,F
130,Oleksiy Pecherov,Oleksiy Pecherov,74.73805985038375,True,F,F
131,Grant Hill,Ricky Davis,47.48547486743147,False,F,F
132,Gordan Giricek,Javaris Crittenton,44.416998180886274,False,F,F
133,Paul Millsap,Paul Millsap,83.1287856651248,True,F,F
134,Tony Parker,Tony Parker,85.755179064901,True,G,G
135,Rudy Gay,Rudy Gay,71.17860495856054,True,F,F
136,Joel Anthony,Joel Anthony,74.65055593014067,True,C,C
137,Kirk Hinrich,Kirk Hinrich,92.10557258817343,True,F,F
138,Chris Bosh,Chris Bosh,74.04542515440222,True,F,F
139,Beno Udrih,Beno Udrih,93.67641572631497,True,F,F
140,Randy Foye,Randy Foye,71.81551048450291,True,F,F
141,Mike Dunleavy,Mike Dunleavy,75.29987845052204,True,F,F
142,Tracy McGrady,Tracy McGrady,81.97027768149991,True,F,F
143,Anderson Varejao,Anderson Varejao,72.6849741580271,True,C,C
144,Joel Anthony,Joel Anthony,92.54123280167425,True,C,C
145,Juan Carlos Navarro,Juan Carlos Navarro,70.86624055616214,True,F,F
146,Boris Diaw,Boris Diaw,71.07096746238386,True,F,F
147,Jason Williams,Jarrett Jack,59.12887237178459,False,F,F
148,Rashad McCants,Austin Daye,55.057664662267634,False,F,F
149,Daequan Cook,Daequan Cook,88.88051957348522,True,F,F
150,Francisco Garcia,Francisco Garcia,70.37747730609065,True,F,F
151,Baron Davis,Nerlens Noel,52.207960104020444,False,F,F
152,Michael Redd,Michael Redd,78.87002436182416,True,F,F
153,Michael Finley,Michael Finley,75.38848279951537,True,F,F
154,Ime Udoka,Ime Udoka,92.32398915008412,True,F,F
155,Monta Ellis,Monta Ellis,77.07927586386461,True,G,G
156,Corey Brewer,Corey Brewer,86.82788876146839,True,F,F
157,Jason Terry,Eric Bledsoe,64.68084289931167,False,G,G
158,Anthony Parker,Anthony Parker,82.99528133821099,True,F,F
159,Rashad McCants,Rashad McCants,71.12456371915681,True,F,F
160,Sasha Pavlovic,Chase Budinger,63.991374822484794,False,F,F
161,Steve Nash,Russell Westbrook,40.73162723053474,False,G,G
162,Kyle Lowry,Kyle Korver,49.95147899532953,False,G,G
163,Antonio McDyess,Antonio McDyess,75.70274334371587,True,F,F
164,Rasho Nesterovic,Jason Hart,43.71116214989891,False,F,F
165,Keith Bogans,Keith Bogans,89.35145125642015,True,F,F
166,Francisco Garcia,Wesley Johnson,52.298656032538226,False,F,F
167,Kelenna Azubuike,Gary Harris,42.07772516651236,False,F,F
168,Bruce Bowen,Bruce Bowen,80.8101378330132,True,F,F
169,Jason Kapono,Jason Kapono,73.9590931469449,True,F,F
170,Carlos Arroyo,Carlos Arroyo,81.46379828095522,True,F,F
171,Mike Miller,Sergey Karasev,64.49590329655804,False,F,F
172,Travis Diener,Travis Diener,72.88835283635797,True,F,F
173,Jason Williams,Jason Williams,82.76875756019034,True,F,F
174,Antonio McDyess,Antonio McDyess,70.22584803491685,True,F,F
175,Steve Blake,Steve Blake,89.3474617295803,True,F,F
176,Josh Smith,Andre Iguodala,63.547347710665726,False,F,F
177,Tim Thomas,D.J. White,49.21437255093243,False,F,F
178,Eddie House,Eddie House,71.50291487792482,True,F,F
179,Jason Hart,Jason Hart,76.60541208774416,True,F,F
180,Francisco Elson,Francisco Elson,86.93554539449549,True,F,F
181,Kobe Bryant,Kobe Bryant,85.74021064376561,True,G,G
182,Chris Kaman,Chris Kaman,71.82667301841114,True,F,F
183,Monta Ellis,George Hill,47.69338318356935,False,G,G
184,Fabricio Oberto,Fabricio Oberto,72.89266067877239,True,F,F
185,Kasib Powell,Kasib Powell,86.54629022029776,True,F,F
186,Mike Bibby,Mike Bibby,78.865139735717,True,F,F
187,Mike Dunleavy,Mike Dunleavy,82.11778957645264,True,F,F
188,Steve Blake,Steve Blake,85.33246328334224,True,F,F
189,Josh Howard,Stephen Graham,43.4156843647864,False,F,F
190,Arron Afflalo,Arron Afflalo,74.36555915061817,True,F,F
191,Steve Blake,Nathan Jawai,56.39696604265409,False,F,F
192,Andres Nocioni,Andres Nocioni,74.2427821572021,True,F,F
193,Rasheed Wallace,Keith McLeod,44.09996668208787,False,F,F
194,Tracy McGrady,Tracy McGrady,70.77476923772217,True,F,F
195,Marko Jaric,Elijah Millsap,41.78405772001018,False,F,F
196,Carlos Boozer,Carlos Boozer,73.69763335913167,True,F,F
197,Mikki Moore,Mikki Moore,78.61196182457967,True,F,F
198,Michael Doleac,Chris Johnson,61.369181632590816,False,F,F
199,Pau Gasol,Dante Cunningham,40.109263095981724,False,F,F
200,Acie Law,Patrick Patterson,57.36416850553828,False,F,F
201,Greg Buckner,Greg Buckner,75.84383188286863,True,F,F
202,Chris Mihm,Chris Mihm,70.798673691124,True,F,F
203,Jason Kapono,Jason Kapono,76.70679637418858,True,F,F
204,Nene Hilario,Marc Gasol,47.69159567615048,False,C,C
205,Andrei Kirilenko,Jordan Hill,61.90339861513746,False,F,F
206,Rashard Lewis,Rashard Lewis,72.17385338021282,True,F,F
207,Amir Johnson,Aaron Brooks,51.361733846676586,False,F,F
208,Corey Maggette,Corey Maggette,70.01703246887979,True,F,F
209,Luol Deng,Luol Deng,92.56556780816602,True,F,F
210,Maurice Evans,Jason Collins,64.084251588544,False,F,F
211,Chris Quinn,Chris Quinn,94.79069405233113,True,F,F
212,Zydrunas Ilgauskas,Zydrunas Ilgauskas,89.24017375323959,True,F,F
213,James Singleton,Robert Sacre,40.097428382956615,False,F,F
214,Royal Ivey,Royal Ivey,78.44882211934559,True,F,F
215,Joakim Noah,Steven Adams,45.745294577649304,False,C,C
216,Andres Nocioni,Andres Nocioni,71.28093046531691,True,F,F
217,Jake Voskuhl,Jake Voskuhl,88.2102143298932,True,F,F
218,Luke Walton,Luke Walton,91.21129704202315,True,F,F
219,Josh Powell,Noah Vonleh,43.35363033703747,False,F,F
220,Dominic McGuire,Otto Porter,49.95745303157705,False,F,F
221,Luke Ridnour,Luke Ridnour,77.15615507225937,True,F,F
222,Travis Outlaw,Travis Outlaw,70.96934232694139,True,F,F
223,Jason Kidd,Jason Kidd,80.34727446356695,True,G,G
224,Rodney Stuckey,Rodney Stuckey,72.31582393790451,True,F,F
225,Brandon Rush,Brandon Rush,78.74579321689124,True,F,F
226,Ben Gordon,Ben Gordon,70.98615624325559,True,G,G
227,Matt Bonner,Matt Bonner,70.94014269823478,True,F,F
228,Joel Anthony,Festus Ezeli,47.69471791924721,False,C,C
229,Josh Smith,Josh Smith,73.00752762134583,True,F,F
230,Hedo Turkoglu,Channing Frye,56.958445925164284,False,F,F
231,Chris Duhon,Gerald Henderson,60.44676951656902,False,F,F
232,Mickael Pietrus,Gilbert Arenas,48.33454594365622,False,F,F
233,Raja Bell,Raja Bell,84.82099581018943,True,F,F
234,Dirk Nowitzki,Devyn Marble,46.189293427908815,False,F,F
235,Von Wafer,Von Wafer,84.14611125082557,True,F,F
236,Mark Madsen,Mark Madsen,83.64644048751913,True,F,F
237,Jamal Crawford,Tony Parker,42.37217081643484,False,G,G
238,Mo Williams,Mo Williams,83.94107371589507,True,F,F
239,Michael Redd,Michael Redd,88.67805513308669,True,F,F
240,Tony Allen,Tony Allen,94.93922722620222,True,F,F
241,Dahntay Jones,Gerald Henderson,45.37092840503304,False,F,F
242,Linas Kleiza,Linas Kleiza,70.3031750138199,True,F,F
243,Quinton Ross,Quinton Ross,71.453340268843,True,F,F
244,Drew Gooden,Drew Gooden,82.4035063321907,True,F,F
245,Roger Mason,Roger Mason,88.81096149744059,True,F,F
246,Shawn Marion,Shawn Marion,91.4986312990642,True,F,F
247,Dirk Nowitzki,Dirk Nowitzki,86.85905388599721,True,F,F
248,Mike Dunleavy,Mike Dunleavy,78.47833797266817,True,F,F
249,Udonis Haslem,Darren Collison,51.7176933098194,False,F,F
250,Travis Outlaw,Travis Outlaw,76.79069277709101,True,F,F
251,Ronald Murray,Ronald Murray,78.70578137632128,True,F,F
252,Courtney Lee,Rajon Rondo,59.08772331933657,False,G,G
253,Andris Biedrins,D.J. White,51.87997074484984,False,F,F
254,Jordan Farmar,Eric Maynor,50.38893881355724,False,F,F
255,Anthony Carter,Andris Biedrins,40.72568612005292,False,F,F
256,Marc Gasol,Marc Gasol,74.47068859435313,True,C,C
257,Rodney Carney,Rodney Carney,92.72936673643798,True,F,F
258,Ray Allen,Jimmy Butler,48.570165850860405,False,G,G
259,T.J. Ford,T.J. Ford,71.38141923581588,True,F,F
260,Arron Afflalo,Damon Stoudamire,53.54155832581363,False,F,F
261,Eric Gordon,Eric Gordon,94.71059944320963,True,G,G
262,Josh Howard,Josh Howard,78.85540123962528,True,F,F
263,Shaquille O'Neal,Shaquille O'Neal,87.84096465678887,True,F,F
264,Kevin Love,Kevin Love,83.40599851225137,True,F,F
265,Chris Duhon,Chris Duhon,82.05021435862994,True,F,F
266,John Salmons,John Salmons,94.24297912538987,True,F,F
267,Ronny Turiaf,Caron Butler,48.10730496962867,False,F,F
268,Ronnie Price,Ronnie Price,91.68840192654525,True,F,F
269,Elton Brand,Elton Brand,89.89527150702818,True,F,F
270,Erick Dampier,Jason Williams,64.27138558366467,False,F,F
271,Randy Foye,Randy Foye,77.35712689962638,True,F,F
272,Anthony Morrow,Anthony Morrow,83.31364816385143,True,F,F
273,Keith Bogans,Matt Carroll,42.41011764434446,False,F,F
274,Ronald Murray,Ronald Murray,91.3036307498094,True,F,F
275,Dominic McGuire,Dominic McGuire,73.01756359095316,True,F,F
276,Thabo Sefolosha,Martell Webster,54.463522733985556,False,F,F
277,Ronnie Brewer,Ronnie Brewer,85.80268502371747,True,F,F
278,Anthony Johnson,Anthony Johnson,75.9005313575016,True,F,F
279,Russell Westbrook,Nick Young,63.947929511043334,False,G,G
280,Nick Collison,Nick Collison,73.82807946943319,True,F,F
281,Nick Collison,Nick Collison,84.1674074687665,True,F,F
282,Matt Harpring,D.J. Strawberry,43.53368823697398,False,F,F
283,Steve Novak,Steve Novak,86.1610048718136,True,F,F
284,Thaddeus Young,Thaddeus Young,86.3915600023194,True,F,F
285,Matt Bonner,Matt Bonner,94.30868948151951,True,F,F
286,Dwyane Wade,Dwyane Wade,84.29092806627891,True,G,G
287,Ben Wallace,Ben Wallace,91.80493909024756,True,F,F
288,Roko Ukic,Roko Ukic,80.39418445515297,True,F,F
289,Matt Barnes,Matt Barnes,74.38670716433984,True,F,F
290,Mikki Moore,Yi Jianlian,46.57785579516299,False,F,F
291,Josh Smith,Josh Smith,85.28103157662648,True,F,F
292,Anthony Johnson,Anthony Johnson,93.78202129682282,True,F,F
293,J.R. Smith,J.R. Smith,85.13817615361512,True,G,G
294,Rasho Nesterovic,David Lee,54.2246968778562,False,F,F
295,Ricky Davis,Ricky Davis,92.74507604337784,True,F,F
296,Hedo Turkoglu,Hedo Turkoglu,72.19056110342981,True,F,F
297,Daequan Cook,Toney Douglas,63.32879041493151,False,F,F
298,Raja Bell,Raja Bell,72.52006265194095,True,F,F
299,Joe Johnson,Joe Johnson,81.96650421347982,True,G,G
300,Monta Ellis,Monta Ellis,87.6971574305286,True,G,G
301,Kevin Garnett,Lance Stephenson,41.728446511697804,False,F,F
302,Metta World Peace,Roko Ukic,42.673998451216,False,F,F
303,Zach Randolph,Zach Randolph,80.52680617699492,True,F,F
304,Mario Chalmers,Mario Chalmers,74.58017033116609,True,F,F
305,Steve Nash,Steve Nash,92.42431569400907,True,G,G
306,David Andersen,David Andersen,81.51306731628932,True,F,F
307,Brandon Jennings,Brandon Jennings,77.67263856748896,True,G,G
308,Earl Watson,Jake Voskuhl,61.160841038457725,False,F,F
309,Wesley Matthews,Wesley Matthews,92.53997820035862,True,G,G
310,Lou Amundson,Lou Amundson,84.00263135198547,True,F,F
311,Jeff Green,Amir Johnson,46.66281464261826,False,F,F
312,Jason Terry,Jason Terry,83.68382518556349,True,G,G
313,Mike Dunleavy,Mike Dunleavy,94.97205427872144,True,F,F
314,Jason Collins,Jason Collins,91.69952302145566,True,F,F
315,Eric Gordon,Chauncey Billups,48.66249306184517,False,G,G
316,Jannero Pargo,Jannero Pargo,88.24702027865234,True,F,F
317,Chris Bosh,Chris Bosh,72.421583165892,True,F,F
318,Channing Frye,Channing Frye,70.11150321389769,True,F,F
319,J.R. Smith,J.R. Smith,92.43625711312613,True,G,G
320,Nene Hilario,Omer Asik,46.91946998117828,False,C,C
321,Deron Williams,Deron Williams,77.64378955248141,True,G,G
322,Aaron Brooks,Aaron Brooks,92.05119469047324,True,F,F
323,Trevor Ariza,Trevor Ariza,76.78920662658142,True,F,F
324,Zach Randolph,David Noel,61.36765793439138,False,F,F
325,Antoine Wright,Allen Iverson,52.99971072682279,False,F,F
326,Steve Blake,Steve Blake,92.67419683793794,True,F,F
327,Willie Green,Willie Green,91.538595963648,True,F,F
328,Shane Battier,Shane Battier,94.85199739723815,True,F,F
329,Elton Brand,Elton Brand,87.39614294661487,True,F,F
330,Zydrunas Ilgauskas,John Salmons,48.21915518900912,False,F,F
331,Jonny Flynn,Jonny Flynn,85.70152885457208,True,F,F
332,Drew Gooden,Aaron Gray,48.66787066215122,False,F,F
333,Andres Nocioni,Andres Nocioni,92.58901174599262,True,F,F
334,Thaddeus Young,Thaddeus Young,81.34943322323348,True,F,F
335,Sergio Rodriguez,Sergio Rodriguez,85.7162511153737,True,F,F
336,Marcus Camby,Marcus Camby,78.13393698919963,True,F,F
337,Troy Murphy,Troy Murphy,85.45426256393172,True,F,F
338,Jason Maxiell,Jason Maxiell,83.06530513552467,True,F,F
339,Corey Brewer,Corey Brewer,75.78454609011649,True,F,F
340,Eric Gordon,Eric Gordon,72.13120364962526,True,G,G
341,Eric Gordon,Eric Gordon,71.75689882800907,True,G,G
342,Deron Williams,Deron Williams,90.47605985668935,True,G,G
343,Jamaal Tinsley,Jamaal Tinsley,82.7238041139255,True,F,F
344,Jeff Green,Jeff Green,77.9299565929614,True,F,F
345,Zach Randolph,Zach Randolph,79.30009895956167,True,F,F
346,Nene Hilario,Nene Hilario,84.73076945760396,True,C,C
347,Wilson Chandler,Wilson Chandler,73.91168453525164,True,F,F
348,Maurice Evans,Maurice Evans,79.55708881625306,True,F,F
349,Andres Nocioni,Andres Nocioni,90.85956982434011,True,F,F
350,Al Jefferson,Al Jefferson,74.61205567144391,True,C,C
351,Ricky Davis,Ricky Davis,78.64951444624083,True,F,F
352,Will Bynum,Will Bynum,80.49605943004205,True,F,F
353,Ty Lawson,Ty Lawson,75.70605464860579,True,G,G
354,Andrei Kirilenko,Andrei Kirilenko,71.97901620774878,True,F,F
355,Samuel Dalembert,Timofey Mozgov,57.97967989008811,False,C,C
356,Kevin Durant,Kevin Durant,93.16784229497085,True,F,F
357,Kevin Durant,Kevin Durant,88.32682529654612,True,F,F
358,Marvin Williams,Evan Fournier,40.10790205884538,False,F,F
359,Wayne Ellington,Wayne Ellington,92.5209779133765,True,F,F
360,Etan Thomas,Etan Thomas,73.81406695653278,True,F,F
361,John Salmons,John Salmons,82.36320187699815,True,F,F
362,Martell Webster,Martell Webster,93.43676703976129,True,F,F
363,Jameer Nelson,Jameer Nelson,89.31563549205276,True,F,F
364,Derrick Rose,Derrick Rose,77.84613766149829,True,G,G
365,Jannero Pargo,Jannero Pargo,88.59284209279053,True,F,F
366,Andre Iguodala,Andre Iguodala,88.38999912759884,True,F,F
367,Caron Butler,Alec Burks,53.37967179402708,False,F,F
368,Omri Casspi,Omri Casspi,77.59603419385138,True,F,F
369,Ronny Turiaf,Ronny Turiaf,75.70731458264746,True,F,F
370,Amir Johnson,Amir Johnson,78.75746439137741,True,F,F
371,Antoine Wright,Yi Jianlian,55.353640404451866,False,F,F
372,Martell Webster,Martell Webster,91.62231559741447,True,F,F
373,Andrew Bogut,Brandan Wright,45.8101503193509,False,C,C
374,Jason Richardson,Jason Richardson,94.9948240099045,True,F,F
375,J.R. Smith,J.R. Smith,84.91151739557372,True,G,G
376,Nate Robinson,Nate Robinson,76.43625113479104,True,F,F
377,Nene Hilario,Ian Mahinmi,49.43850572979937,False,C,C
378,Ersan Ilyasova,Ersan Ilyasova,76.41152564589817,True,F,F
379,Al Horford,Al Horford,77.74290911974724,True,F,F
380,Sergio Rodriguez,Sergio Rodriguez,72.01835629049438,True,F,F
381,J.J. Redick,J.J. Redick,71.34520897680724,True,G,G
382,Keith Bogans,Keith Bogans,76.88333106580599,True,F,F
383,Nick Collison,Nick Collison,90.92670065056369,True,F,F
384,Chris Andersen,Kosta Koufos,50.2778607033065,False,C,C
385,J.J. Hickson,J.J. Hickson,70.35284333719412,True,F,F
386,Josh McRoberts,Josh McRoberts,77.43273935152564,True,F,F
387,Oleksiy Pecherov,Randy Foye,64.88085044392645,False,F,F
388,Roger Mason,Kyle O'Quinn,61.13540852731856,False,F,F
389,Nene Hilario,Nene Hilario,86.75804123647488,True,C,C
390,Shannon Brown,Shannon Brown,91.51308895184283,True,F,F
391,Wilson Chandler,Wilson Chandler,75.12519506123971,True,F,F
392,Hamed Haddadi,Hamed Haddadi,88.39151191889513,True,F,F
393,C.J. Miles,C.J. Miles,72.19009148420923,True,F,F
394,Ryan Anderson,Ryan Anderson,86.29017720159896,True,F,F
395,Troy Murphy,Troy Murphy,83.50765370706273,True,F,F
396,Goran Dragic,Goran Dragic,91.24991227028845,True,G,G
397,Kobe Bryant,Brandon Jennings,45.90593250431311,False,G,G
398,Toney Douglas,Toney Douglas,90.09745164694085,True,F,F
399,Eddie House,Eddie House,70.68249146135327,True,F,F
400,James Harden,James Harden,72.74252147752102,True,G,G
401,Chris Duhon,Chris Duhon,80.8334542815468,True,F,F
402,Marcus Camby,Doug McDermott,43.266137894754785,False,F,F
403,Lazar Hayward,Jodie Meeks,60.65580314805713,False,F,F
404,Gilbert Arenas,Rudy Fernandez,59.92224068776254,False,F,F
405,Corey Brewer,Corey Brewer,80.13785832811668,True,F,F
406,Shaquille O'Neal,Vladimir Radmanovic,63.215293641161665,False,F,F
407,Paul Pierce,Paul Pierce,91.7777632390407,True,F,F
408,John Wall,John Wall,77.54993658986513,True,G,G
409,Chris Andersen,Chris Andersen,78.86380205465535,True,C,C
410,Chris Andersen,Chris Andersen,71.90612180098186,True,C,C
411,Danny Granger,Danny Granger,71.91613850516671,True,F,F
412,Tim Duncan,Tim Duncan,75.11369534987702,True,F,F
413,Shawne Williams,Shawne Williams,70.39257608600148,True,F,F
414,DeShawn Stevenson,DeShawn Stevenson,72.46973782875071,True,F,F
415,Mike Bibby,Mike Bibby,84.72575676798353,True,F,F
416,Serge Ibaka,Serge Ibaka,87.40075176613348,True,F,F
417,DeMar DeRozan,DeMar DeRozan,76.2703178604194,True,G,G
418,Andres Nocioni,Andres Nocioni,80.99936249237012,True,F,F
419,Danilo Gallinari,Danilo Gallinari,77.49309542148302,True,F,F
420,Toney Douglas,Toney Douglas,92.54166192799012,True,F,F
421,Rashard Lewis,Rashard Lewis,77.03640309442153,True,F,F
422,Kurt Thomas,Kurt Thomas,80.20532648016584,True,F,F
423,Serge Ibaka,Serge Ibaka,93.43517030558381,True,F,F
424,Earl Watson,Earl Watson,85.92775608256534,True,F,F
425,Brandon Jennings,Brandon Jennings,94.10093885691839,True,G,G
