id,true_player,predicted_player,confidence,is_correct,true_position,pred_position
36,Juwan Howard,Juwan Howard,94.85870262165325,True,F,F
37,Antoine Walker,Kevin Martin,44.4031251504206,False,F,F
38,Charlie Bell,Josh Howard,49.2413620895983,False,F,F
39,LaMarcus Aldridge,David Lee,59.15933396726029,False,F,F
40,Zydrunas Ilgauskas,Zydrunas Ilgauskas,70.92287616357713,True,F,F
41,P.J. Brown,P.J. Brown,81.46296222290015,True,F,F
42,Smush Parker,Aaron Brooks,51.067195339396434,False,F,F
43,Udonis Haslem,Udonis Haslem,94.41556796930332,True,F,F
44,Carlos Arroyo,Andre Iguodala,48.457892840881165,False,F,F
45,Deron Williams,Deron Williams,84.47400098438152,True,G,G
46,Baron Davis,Baron Davis,83.55548693748871,True,F,F
47,Allen Iverson,Allen Iverson,91.31672360295909,True,F,F
48,Kobe Bryant,Kobe Bryant,80.16903732715835,True,G,G
49,Stephon Marbury,C.J. Miles,49.67223457009676,False,F,F
50,Eddy Curry,Brevin Knight,62.448209178492235,False,F,F
51,Brian Skinner,Brian Skinner,87.1281046641285,True,F,F
52,Anthony Parker,Anthony Parker,88.56424401806765,True,F,F
53,Charlie Bell,Charlie Bell,75.96147129798143,True,F,F
54,Mickael Pietrus,Brandon Rush,60.65531648931266,False,F,F
55,Jared Jeffries,Jared Jeffries,71.40805804948165,True,F,F
56,Jamal Sampson,Jamal Sampson,71.29017512521307,True,F,F
57,Sebastian Telfair,Sebastian Telfair,90.85032229108661,True,F,F
58,Marcus Camby,Marcus Camby,80.63101367285654,True,F,F
59,Francisco Garcia,Francisco Garcia,72.92219527029835,True,F,F
60,Gilbert Arenas,Gilbert Arenas,88.69041537204639,True,F,F
61,Manu Ginobili,Manu Ginobili,72.37347875959217,True,G,G
62,Steve Nash,Chauncey Billups,60.24226613943695,False,G,G
63,Caron Butler,Caron Butler,80.2981049280802,True,F,F
64,Ben Gordon,Ben Gordon,79.80053074799176,True,G,G
65,Carlos Delfino,Luis Scola,51.757969011475645,False,F,F
66,David Noel,David Noel,91.94081702393524,True,F,F
67,Jake Tsakalidis,Jake Tsakalidis,74.3101500104936,True,F,F
68,Amar'e Stoudemire,Kenyon Martin,63.121816603350254,False,F,F
69,Sam Cassell,Kevin Ollie,53.14010330867103,False,F,F
70,Shaun Livingston,Kareem Rush,45.70470435187144,False,F,F
71,Gordan Giricek,Gordan Giricek,89.21069086316994,True,F,F
72,Mike Sweetney,Mike Sweetney,74.35705552510086,True,F,F
73,Stephen Jackson,LaMarcus Aldridge,57.30483105447567,False,F,F
74,Shammond Williams,Shammond Williams,91.40084272151793,True,F,F
75,Earl Boykins,Earl Boykins,73.27921023197563,True,F,F
76,Nate Robinson,Nate Robinson,70.90032780616656,True,F,F
77,Steve Francis,Steve Francis,82.95101551430916,True,F,F
78,Josh Smith,Josh Smith,89.14402486341714,True,F,F
79,Charlie Villanueva,Charlie Villanueva,79.98173988185974,True,F,F
80,Rajon Rondo,Monta Ellis,54.41365678529549,False,G,G
81,Lorenzen Wright,Lorenzen Wright,94.32112373802667,True,F,F
82,Danny Granger,Danny Granger,77.62819801228488,True,F,F
83,Ben Gordon,Ben Gordon,88.40630983638749,True,G,G
84,Eric Snow,Eric Snow,89.25273430160433,True,F,F
85,Gerald Green,Gerald Green,77.264733869806,True,F,F
86,David Lee,David Lee,76.31569058622367,True,F,F
87,Juan Dixon,Gilbert Arenas,57.11503701267762,False,F,F
88,Shaquille O'Neal,Andris Biedrins,57.67735055080554,False,F,F
89,Jordan Farmar,Jordan Farmar,72.21796142088661,True,F,F
90,Luol Deng,Luol Deng,85.86549180294315,True,F,F
91,Ricky Davis,Ricky Davis,76.42313331220889,True,F,F
92,Andris Biedrins,Andris Biedrins,82.75636192131306,True,F,F
93,Samuel Dalembert,Samuel Dalembert,94.3599712009745,True,C,C
94,P.J. Brown,P.J. Brown,89.88604034564567,True,F,F
95,Matt Barnes,Matt Barnes,71.18674241874727,True,F,F
96,Chris Duhon,Chris Duhon,88.67370072845686,True,F,F
97,Randy Foye,David Noel,59.469008276121905,False,F,F
98,Matt Harpring,Yao Ming,46.52958490534015,False,F,F
99,Stephen Jackson,Stephen Jackson,73.72390805607704,True,F,F
