id,true_player,predicted_player,confidence,is_correct,true_position,pred_position
76,Nate Robinson,Caron Butler,40.920267155049984,False,F,F
77,Steve Francis,Steve Francis,71.90569800321876,True,F,F
78,Josh Smith,Josh Smith,70.79469172384755,True,F,F
79,Charlie Villanueva,Charlie Villanueva,74.87461658157375,True,F,F
80,Rajon Rondo,Rajon Rondo,86.89989445878116,True,G,G
81,Lorenzen Wright,Matt Barnes,60.280248083791875,False,F,F
82,Danny Granger,Danny Granger,81.64999189690046,True,F,F
83,Ben Gordon,Ben Gordon,71.95140184391275,True,G,G
84,Eric Snow,Trenton Hassell,51.00213760200627,False,F,F
85,Gerald Green,Didier Ilunga-Mbenga,57.013702580982496,False,F,F
86,David Lee,David Lee,76.4018499803367,True,F,F
87,Juan Dixon,Juan Dixon,91.90646256606668,True,F,F
88,Shaquille O'Neal,Shaquille O'Neal,81.335630720336,True,F,F
89,Jordan Farmar,Jordan Farmar,78.89406140178394,True,F,F
90,Luol Deng,Luol Deng,85.29515167126522,True,F,F
91,Ricky Davis,Mo Williams,50.13938106900877,False,F,F
92,Andris Biedrins,Andris Biedrins,88.90099540569032,True,F,F
93,Samuel Dalembert,Samuel Dalembert,92.42795170170271,True,C,C
94,P.J. Brown,P.J. Brown,87.12208705636291,True,F,F
95,Matt Barnes,Matt Barnes,82.09135291713099,True,F,F
96,Chris Duhon,Chris Duhon,71.63124775770038,True,F,F
97,Randy Foye,Randy Foye,92.94337331942917,True,F,F
98,Matt Harpring,Matt Harpring,85.14442886867045,True,F,F
99,Stephen Jackson,Yakhouba Diawara,57.59379252558986,False,F,F
