id,true_player,predicted_player,confidence,is_correct,true_position,pred_position
53,Charlie Bell,Jason Kapono,61.99974028230694,False,F,F
54,Mickael Pietrus,Mickael Pietrus,90.97980403379277,True,F,F
55,Jared Jeffries,Jared Jeffries,94.41323806148478,True,F,F
56,Jamal Sampson,Jamal Sampson,87.54664320187895,True,F,F
57,Sebastian Telfair,Sebastian Telfair,77.49021144107434,True,F,F
58,Marcus Camby,Marcus Camby,90.70933428128924,True,F,F
59,Francisco Garcia,Francisco Garcia,84.68507775402114,True,F,F
60,Gilbert Arenas,Gilbert Arenas,86.60539385609431,True,F,F
61,Manu Ginobili,Manu Ginobili,74.56779841560157,True,G,G
62,Steve Nash,Dwyane Wade,60.7141198385049,False,G,G
63,Caron Butler,Caron Butler,86.85978805281607,True,F,F
64,Ben Gordon,Ben Gordon,71.75259859660538,True,G,G
65,Carlos Delfino,Carlos Delfino,70.32149386994232,True,F,F
66,David Noel,David Noel,77.08166377103755,True,F,F
67,Jake Tsakalidis,Jake Tsakalidis,82.62344167182947,True,F,F
68,Amar'e Stoudemire,Amar'e Stoudemire,84.7289887989582,True,F,F
69,Sam Cassell,Sam Cassell,79.45270543563363,True,F,F
70,Shaun Livingston,Shaun Livingston,80.52892504950029,True,F,F
71,Gordan Giricek,Gordan Giricek,80.70982685600761,True,F,F
72,Mike Sweetney,Mike Sweetney,72.75188903814535,True,F,F
73,Stephen Jackson,Stephen Jackson,91.97872933384885,True,F,F
74,Shammond Williams,Jamal Sampson,63.0561810384496,False,F,F
75,Earl Boykins,Earl Boykins,85.11983741391948,True,F,F
76,Nate Robinson,Nate Robinson,86.29434432367889,True,F,F
77,Steve Francis,Steve Francis,93.30451830075333,True,F,F
78,Josh Smith,Luis Scola,64.36486058669676,False,F,F
79,Charlie Villanueva,Charlie Villanueva,80.52504467399346,True,F,F
80,Rajon Rondo,Rajon Rondo,82.1689657928056,True,G,G
81,Lorenzen Wright,Lorenzen Wright,72.45095960650488,True,F,F
82,Danny Granger,Bobby Jackson,62.698956370672775,False,F,F
83,Ben Gordon,Jason Terry,49.04092489443291,False,G,G
84,Eric Snow,Aaron Gray,56.70995844521145,False,F,F
85,Gerald Green,Gerald Green,83.88119704367811,True,F,F
86,David Lee,David Lee,86.49182486809636,True,F,F
87,Juan Dixon,Juan Dixon,88.2078403511137,True,F,F
88,Shaquille O'Neal,Shaquille O'Neal,71.51585797835644,True,F,F
89,Jordan Farmar,Jordan Farmar,90.38828420661812,True,F,F
90,Luol Deng,Kenyon Martin,58.49109282298439,False,F,F
91,Ricky Davis,Ricky Davis,91.24996921355492,True,F,F
92,Andris Biedrins,Andris Biedrins,91.80169577029305,True,F,F
93,Samuel Dalembert,Samuel Dalembert,86.13427455136132,True,C,C
94,P.J. Brown,Erick Dampier,45.3878248250395,False,F,F
95,Matt Barnes,Matt Barnes,91.68516006684287,True,F,F
96,Chris Duhon,Dikembe Mutombo,49.493390439593696,False,F,F
97,Randy Foye,Amir Johnson,63.8033520930398,False,F,F
98,Matt Harpring,D.J. Strawberry,63.76874256574611,False,F,F
99,Stephen Jackson,Danny Granger,59.37429913356353,False,F,F
